순번,단지명,회사명,"공장대표주소(지번, 도로명 주소)",업종번호,업종명,대표번호,비고
187,화성동탄일반산업단지,(주)트리즈엔지니어링,경기도 화성시 방교동 797-9,"27212, 28909, 29199","전자기 측정, 시험 및 분석기구 제조업 외 2 종",031-8015-3432,
188,화성동탄일반산업단지,(주)티베라,경기도 화성시 동탄면 0번지 동탄일반산업단지 7-3블럭,"26322, 26511",컴퓨터 모니터 제조업 외 1 종,,
189,화성동탄일반산업단지,(주)티아이에스 ,경기도 화성시 방교동 832-9,29271,반도체 제조용 기계 제조업,070-4230-5545,
190,화성동탄일반산업단지,(주)티에스시,경기도 화성시 방교동 797-4,29271,반도체 제조용 기계 제조업,031-213-8962,
191,화성동탄일반산업단지,(주)티에스피글로벌,경기도 화성시 방교동 784-1번지,"26111, 26112, 26321, 29271",반도체 제조용 기계 제조업 외 3 종,031-8015-5253,
192,화성동탄일반산업단지,(주)팀즈,경기도 화성시 방교동 840-1번지,29271,반도체 제조용 기계 제조업,031-378-2871,
193,화성동탄일반산업단지,(주)파라이엔티,경기도 화성시 방교동 842-5번지,"26295, 26299",그 외 기타 전자부품 제조업 외 1 종,031-831-8310,
194,화성동탄일반산업단지,(주)페코텍,경기도 화성시 방교동 800-4,"25911, 29280, 29294",산업용 로봇 제조업 외 2 종,02-2007-6016,
195,화성동탄일반산업단지,(주)프로스코,경기도 화성시 방교동 835-1번지,"22241, 22249",운송장비 조립용 플라스틱제품 제조업 외 1 종,031-376-4327,
196,화성동탄일반산업단지,(주)플렉스파워,경기도 화성시 방교동 832-1,"27219, 28119",기타 전기 변환장치 제조업 외 1 종,031-378-8023,
197,화성동탄일반산업단지,(주)피앤에이치,경기도 화성시 방교동 803-4번지,52101,일반 창고업,031-377-8194,
198,화성동탄일반산업단지,(주)하나로티앤에스,경기도 화성시 방교동 842-3,68112,비주거용 건물 임대업,031-888-5641,
199,화성동탄일반산업단지,(주)하나티이씨,경기도 화성시 동탄면 0번지 동탄일반산업단지 21-1(B/L),"26295, 26299",그 외 기타 전자부품 제조업 외 1 종,031-372-0700,
200,화성동탄일반산업단지,(주)하이텍,경기도 화성시 방교동 840-1,29272,디스플레이 제조용 기계 제조업,031-371-9400,
201,화성동탄일반산업단지,(주)하이트로닉스 ,경기도 화성시 방교동 846-1번지,26299,그 외 기타 전자부품 제조업,031-378-7997,
202,화성동탄일반산업단지,(주)한국산업모형,경기도 화성시 방교동 785-8번지,"29172, 29222",공기 조화장치 제조업 외 1 종,031-8003-9696,
203,화성동탄일반산업단지,(주)한성엔지니어링,경기도 화성시 방교동 826-9번지,"28119, 28123",배전반 및 전기 자동제어반 제조업 외 1 종,031-216-2526,
204,화성동탄일반산업단지,(주)한송M&T,경기도 화성시 방교동 835-5번지,"25929, 25934",톱 및 호환성 공구 제조업 외 1 종,031-419-4443,
205,화성동탄일반산업단지,(주)한텍시스템,경기도 화성시 방교동 837-9번지,29271,반도체 제조용 기계 제조업,031-357-9371,
206,화성동탄일반산업단지,(주)해든,경기도 화성시 방교동 826-3번지,"28422, 28423",일반용 전기 조명장치 제조업 외 1 종,031-375-8911,
207,화성동탄일반산업단지,(주)호산기술,경기도 화성시 방교동 797-9,29223,금속 절삭기계 제조업,031-376-1406,
208,화성동탄일반산업단지,AP시스템(주)제2사업장,경기도 화성시 방교동 824-8번지,29271,반도체 제조용 기계 제조업,031-379-2700,
209,화성동탄일반산업단지,K.S테크,경기도 화성시 방교동 840-1,26429,기타 무선 통신장비 제조업,031-373-0066,
210,화성동탄일반산업단지,PLUS엔지니어링,경기도 화성시 방교동 827-1번지,"18111, 29293",경 인쇄업 외 1 종,070-4277-8028,
211,화성동탄일반산업단지,YK TEC,경기도 화성시 방교동 796-4,25932,일반철물 제조업,031-377-2019,
212,화성동탄일반산업단지,광흥에스피(주) ,경기도 화성시 방교동 838-12번지,29299,그 외 기타 특수목적용 기계 제조업,031-376-7683,
213,화성동탄일반산업단지,광흥종합기계,경기도 화성시 방교동 838-12번지,29299,그 외 기타 특수목적용 기계 제조업,031-376-7683,
214,화성동탄일반산업단지,금영산업,경기도 화성시 방교동 837-3번지,"28512, 28519",가정용 전기 난방기기 제조업 외 1 종,031-296-9255,
215,화성동탄일반산업단지,금호전기 주식회사,경기도 화성시 방교동 837-8,"28410, 28422",전구 및 램프 제조업 외 1 종,ARS-1566-2718,
216,화성동탄일반산업단지,나노세미콘(주),경기도 화성시 방교동 837-3번지,29271,반도체 제조용 기계 제조업,031-205-9908,
217,화성동탄일반산업단지,네오텍,경기도 화성시 방교동 874-15번지,29294,주형 및 금형 제조업,031-695-7671,
218,화성동탄일반산업단지,넥스타테크놀로지(주),경기도 화성시 동탄면 방교리 740-183번지,68112,비주거용 건물 임대업,031-372-3366,
219,화성동탄일반산업단지,다산엔지니어링,경기도 화성시 방교동 849-3번지,"29261, 29299",그 외 기타 특수목적용 기계 제조업 외 1 종,031-235-3936,
220,화성동탄일반산업단지,대한고열공업(주),경기도 화성시 방교동 832-10,"29150, 29171","산업용 오븐, 노 및 노용 버너 제조업 외 1 종",031-377-2542,
221,화성동탄일반산업단지,대형정밀(주),경기도 화성시 방교동 847-3번지,26224,전자부품 실장기판 제조업,031-375-4975,
222,화성동탄일반산업단지,대흥사,경기도 화성시 방교동 848-2번지,27211,"레이더, 항행용 무선기기 및 측량기구 제조업",031-499-3458,
223,화성동탄일반산업단지,덕일산업(주) 중앙연구소 ,경기도 화성시 방교동 874-6번지,70121,전기ㆍ전자공학 연구개발업,031-650-9700,
224,화성동탄일반산업단지,동양엔지니어링,경기도 화성시 방교동 831-2번지,30399,그 외 자동차용 신품 부품 제조업,031-376-8882,
225,화성동탄일반산업단지,동우씨엔피 주식회사,경기도 화성시 방교동 825-4번지,28112,변압기 제조업,031-831-3961,
226,화성동탄일반산업단지,동탄,경기도 화성시 방교동 845,68112,비주거용 건물 임대업,,
227,화성동탄일반산업단지,두타아이티 주식회사 ,경기도 화성시 방교동 825-3번지,29271,반도체 제조용 기계 제조업,031-378-1700,
228,화성동탄일반산업단지,디앤에스아이홀딩스(주),경기도 화성시 방교동 825-3번지,68112,비주거용 건물 임대업,070-4911-7610,
229,화성동탄일반산업단지,디에스아이테크,경기도 화성시 방교동 797-7번지,29271,반도체 제조용 기계 제조업,031-352-9355,
230,화성동탄일반산업단지,디엠디스플레이(주),경기도 화성시 방교동 842-2,26211,액정 표시장치 제조업,031-375-1859,
231,화성동탄일반산업단지,란테크(주),경기도 화성시 방교동 840-1번지,26429,기타 무선 통신장비 제조업,031-377-9664,
232,화성동탄일반산업단지,레이저쎌(주),경기도 화성시 방교동 839-6,29271,반도체 제조용 기계 제조업,031-373-0080,
233,화성동탄일반산업단지,리베라프라자,경기도 화성시 방교동 778-1번지,68122,비주거용 건물 개발 및 공급업,,
234,화성동탄일반산업단지,멜콘(주),경기도 화성시 방교동 824-3번지,29172,공기 조화장치 제조업,031-737-9811,
235,화성동탄일반산업단지,미르호(주),경기도 화성시 방교동 846-6번지,"26211, 29223",액정 표시장치 제조업 외 1 종,031-206-5451,
236,화성동탄일반산업단지,범한유니솔루션(주),경기도 화성시 방교동 846-4번지,28202,축전지 제조업,031-8054-8183,
237,화성동탄일반산업단지,브라운앤드왓슨인터내셔널(유),경기도 화성시 방교동 825-3번지,28421,운송장비용 조명장치 제조업,02-1670-4813,
238,화성동탄일반산업단지,삼성기전(주),경기도 화성시 동탄면 826-1번지,28123,배전반 및 전기 자동제어반 제조업,031-366-4588,
239,화성동탄일반산업단지,삼성전자로지텍(주),경기도 화성시 방교동 800-1,52101,일반 창고업,031-270-3568,
240,화성동탄일반산업단지,삼영씨티(주),경기도 화성시 방교동 846-9,"25911, 25934",톱 및 호환성 공구 제조업 외 1 종,02-896-4317,
241,화성동탄일반산업단지,삼우정공,경기도 화성시 방교동 832-5,"29221, 29222, 29223, 29224, 29271",금속 절삭기계 제조업 외 4 종,031-665-2867,
242,화성동탄일반산업단지,상원로지스틱(주),경기도 화성시 방교동 802-3번지,52109,기타 보관 및 창고업,,
243,화성동탄일반산업단지,새한프라스틱,경기도 화성시 방교동 835-8,"22232, 29294",포장용 플라스틱 성형용기 제조업 외 1 종,031-376-4615,
244,화성동탄일반산업단지,서원조명공업(주),경기도 화성시 방교동 826-2번지,28422,일반용 전기 조명장치 제조업,031-0377-0058,
245,화성동탄일반산업단지,서진산업,경기도 화성시 방교동 798-1번지,"30391, 30392, 30399, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,031-377-6181,
246,화성동탄일반산업단지,성복산업,경기도 화성시 방교동 838-1,29271,반도체 제조용 기계 제조업,031-378-0345,
247,화성동탄일반산업단지,성신이엔지,경기도 화성시 방교동 837-8,29271,반도체 제조용 기계 제조업,031-377-9950,
248,화성동탄일반산업단지,성원정밀,경기도 화성시 방교동 796-3,25924,절삭가공 및 유사처리업,031-373-8392,
249,화성동탄일반산업단지,성준전기(주),경기도 화성시 방교동 874-11번지,62010,컴퓨터 프로그래밍 서비스업,031-378-6445,
250,화성동탄일반산업단지,세흥 지이티이에스(주),경기도 화성시 방교동 837-5,29294,주형 및 금형 제조업,,
251,화성동탄일반산업단지,세흥지이티이에스(주),경기도 화성시 방교동 874-13번지,29294,주형 및 금형 제조업,031-372-8749,
252,화성동탄일반산업단지,솔바이더,경기도 화성시 방교동 837-8,29271,반도체 제조용 기계 제조업,031-376-2680,
253,화성동탄일반산업단지,솔테크놀로지(주),경기도 화성시 방교동 798-8,68112,비주거용 건물 임대업,031-336-1170,
254,화성동탄일반산업단지,수성지엔(주) ,경기도 화성시 동탄산단9길 9-7,"29272, 29299",디스플레이 제조용 기계 제조업 외 1 종,031-377-7850,
255,화성동탄일반산업단지,스카니아코리아그룹(주),경기도 화성시 동탄면 831-4번지,"29241, 30122",건설 및 채광용 기계장비 제조업 외 1 종,02-3218-0808,
256,화성동탄일반산업단지,스프레딩센트컴퍼니(주),경기도 화성시 방교동 798-1번지,20423,화장품 제조업,070-4184-1224,
257,화성동탄일반산업단지,신오금형,경기도 화성시 방교동 838-7번지,29294,주형 및 금형 제조업,031-377-6411,
258,화성동탄일반산업단지,아레이몬드 유한회사 ,경기도 화성시 방교동 835-9번지,22299,그 외 기타 플라스틱 제품 제조업,070-5055-5000,
259,화성동탄일반산업단지,아리공구,경기도 화성시 방교동 798-7번지,25934,톱 및 호환성 공구 제조업,031-377-0935,
260,화성동탄일반산업단지,아이텍(주),경기도 화성시 방교동 839-4,"26111, 26112",메모리용 전자집적회로 제조업 외 1 종,031-8077-1622,
261,화성동탄일반산업단지,알프스,경기도 화성시 방교동 875-10,26223,연성 및 기타 인쇄회로기판 제조업,070-4006-5200,
262,화성동탄일반산업단지,어플라이드 머티어리얼즈 코리아(주),경기도 화성시 방교동 801,26111,메모리용 전자집적회로 제조업,031-724-7000,
263,화성동탄일반산업단지,에스에스아이,경기도 화성시 방교동 836-5번지,29271,반도체 제조용 기계 제조업,031-618-9196,
264,화성동탄일반산업단지,에스케이케미칼(주),경기도 화성시 방교동 874-7번지,"70129, 70130, 72919",기타 공학 연구개발업 외 2 종,02-2008-2000,
265,화성동탄일반산업단지,에이티시스템(주),경기도 화성시 방교동 875-9번지,29272,디스플레이 제조용 기계 제조업,031-898-9375,
266,화성동탄일반산업단지,에이피시스템(주),경기도 화성시 방교동 826-5,"27309, 28909",그 외 기타 전기장비 제조업 외 1 종,031-379-2700,
267,화성동탄일반산업단지,에이피에스리서치(주),경기도 화성시 방교동 824-8,29271,반도체 제조용 기계 제조업,031-776-1800,
268,화성동탄일반산업단지,엘씨스퀘어(주),경기도 화성시 방교동 838-3번지,26121,발광 다이오드 제조업,031-378-9670,
269,화성동탄일반산업단지,엘토로,경기도 화성시 방교동 835-3,30332,자동차용 신품 전기장치 제조업,,
270,화성동탄일반산업단지,엠에스피씨코리아유한회사,경기도 화성시 방교동 785-1번지,29271,반도체 제조용 기계 제조업,031-354-9930,
271,화성동탄일반산업단지,엠플러스,경기도 화성시 방교동 842-5,26224,전자부품 실장기판 제조업,031-378-0933,
272,화성동탄일반산업단지,연우정밀,경기도 화성시 방교동 800-8,"25995, 25999",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,031-375-4394,
273,화성동탄일반산업단지,연우정밀(주),경기도 화성시 방교동 800-8,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,031-375-4394,
274,화성동탄일반산업단지,오벌엔지니어링(주),경기도 화성시 방교동 797-6,"27213, 27214, 27215","물질 검사, 측정 및 분석기구 제조업 외 2 종",031-379-3030,
275,화성동탄일반산업단지,와이지다이아몬드,경기도 화성시 방교동 800-5번지,25934,톱 및 호환성 공구 제조업,031-377-0700,
